Title,Publisher,Description,Paid,Downloads,Views,Likes,Price,Link
Neovenator,robertfabiani,"['Neovenator, a fearsome theropod dinosaur from the Early Cretaceous, strides into the prehistoric scene as a prominent predator of its time. Discovered in the Isle of Wight, United Kingdom, Neovenator is a member of the allosauroid family.', 'Characterized by its large size, sharp teeth, and distinctive crest on its snout, Neovenator was a formidable carnivore that likely preyed on herbivorous dinosaurs of its ecosystem. Fossil discoveries provide valuable insights into its anatomy and lifestyle, contributing to our understanding of the diverse theropod fauna during the Early Cretaceous.', 'Step into the ancient landscapes of the Early Cretaceous with Neovenator, a powerful predator that left its mark on the prehistoric world. Uncover the mysteries of this allosauroid dinosaur with']",1,n/a,133,3,$55 ,https://sketchfab.com/3d-models/neovenator-9b78356ba2e1459f9a5b8ceb3be3fb94
Plesiosaur vertebra from New Zealand,mamlambo,"['Scanned using the POP2.', 'Prep video: https://www.youtube.com/watch?v=jXXSrsXMDFo']",0,41,319,6,n/a,https://sketchfab.com/3d-models/plesiosaur-vertebra-from-new-zealand-b7ea650cc2f34177af9cce5ad9a442b5
ichthyosaur,pro_alba,"['Ichthyosaurs thrived during much of the Mesozoic era; based on fossil evidence, they first appeared around 250 million years ago (Ma) and at least one species survived until about 90 million years ago, into the Late Cretaceous. During the early Triassic period, ichthyosaurs evolved from a group of unidentified land reptiles that returned to the sea, in a development similar to how the mammalian land-dwelling ancestors of modern-day dolphins and whales returned to the sea millions of years later, which they gradually came to resemble in a case of convergent evolution. Ichthyosaurs were particularly abundant in the later Triassic and early Jurassic periods, until they were replaced as the top aquatic predators by another marine reptilian group, the Plesiosauria, in the later Jurassic and Cretaceous periods. In the Late Cretaceous, ichthyosaurs were hard hit by the Cenomanian-Turonian anoxic event. Their last lineage became extinct for unknown reasons.']",0,149,668,17,n/a,https://sketchfab.com/3d-models/ichthyosaur-dffbc77b634a408f91dd5f68df4cc94f
Adult Fossilized Triceratops,PhotoGramGear,['Taken from old reference photos and reprocessed into 3d Model then reduced down to a realtime asset.'],1,n/a,828,29,$35 ,https://sketchfab.com/3d-models/adult-fossilized-triceratops-15faede7884c4c019ddc1ba74339864c
Ammonite 1 8M,benbenshow,['Ammonite Fossil found by a member of my family - i dont remember where.'],0,24,50,1,n/a,https://sketchfab.com/3d-models/ammonite-1-8m-290c94f1bb394656b3970972d94c52fb
Vertebrate: Feather (PRI),Digital Atlas of Ancient Life,"['Fossil bird feather from the Eocene of Lincoln County, Wyoming. Specimen is from the research collections of the Paleontological Research Institution, Ithaca, New York. Length of feather is approximately 3 cm. Model by Emily Hauf.']",0,32,989,2,n/a,https://sketchfab.com/3d-models/vertebrate-feather-pri-d0abbaa66a204d69b5a3facecd1c4cd6
Dinosaure – Iguanodon sp.,Société Géologique de France,"['Nom : Iguanodon sp., moulage spécimen r7.', 'Description : Moulage de la main d’un Iguanodon, spécimen r7 de Bernissart.', 'Dimensions : Inconnue.', 'Âge : Crétacé inférieur.', 'Localité : Bernissart, Belgique.', 'Méthode : Inconnue.', 'Réalisation : EDDyLab - collections de Paléontologie Animale de l’Université de Liège, Belgique. http://eddylab.weebly.com/collections.html.']",0,71,254,5,n/a,https://sketchfab.com/3d-models/dinosaure-iguanodon-sp-0b2bf8bf69004589a59dbf752d2243ee
"UW44063 - Stegosaurus sp., Tail spike",University of Wyoming Libraries,"['Taxonomy: Dinosauria>Ornithischia>Stegosauridae>Stegosaurus sp.', 'Stegosaurus was a genus of ornithischian dinosaur from the Late Jurassic of modern-day western North America as well as in modern-day Portugal. Stegosaurids as a group were multi-ton sized, quadrupedal herbivores that had large bony plates that stood upright on their rounded back, as well as large spikes on their tails (nicknamed “thagomizers”) and, in some groups, on their shoulders and hips. Stegosaurus was found by O. C. Marsh during the Bone Wars of the mid-to-late 19th Century, and has been popularized in various media. This specimen shows one of the tail spikes.', 'Scanned with the David SLS-2']",0,70,197,3,n/a,https://sketchfab.com/3d-models/uw44063-stegosaurus-sp-tail-spike-74287fb19b554b1498b7ebba86650826
Triceratops juvenile skull,Olof Moleman,['Sculpted skull of a juvenile Triceratops.\nMostly based on the MOR 2951 specimen.'],1,n/a,886,15,$21 ,https://sketchfab.com/3d-models/triceratops-juvenile-skull-c978de98983b4f71866ce0747c5874f6
T-Rex skull display,PaulCarstens,['A fossilized t-rex skull on a brass display.'],1,n/a,851,8,$10 ,https://sketchfab.com/3d-models/t-rex-skull-display-5c8dcfc9c455465682441958e672b20f
Spinosaur Partial Chevron,Olof Moleman,"['Part of a chevron of a Spinosaurid from Morocco. I’ve mirrored the fossil to fill in the missing other half.', 'Location: Kem Kem Beds, Morocco', 'Age: Cenomanian, Late Cretaceous', 'Height: 14.9 cm']",1,n/a,51,2,$4 ,https://sketchfab.com/3d-models/spinosaur-partial-chevron-cad3891d135e4796a9397bdf229203b0
SculptJanuary18 Day 21: Ancient,Keith Morgan,['Made for SculptJanuary18. Sculpted in Blender.'],0,27,225,11,n/a,https://sketchfab.com/3d-models/sculptjanuary18-day-21-ancient-33ca10b5294648c4869a5b9154bc6417
Therizinosaur footprint,Denali National Park and Preserve,"['This four-toed track was made by a therizinosaur during the Cretaceous Period ~70 million years ago in Denali National Park. These odd, feather-covered, sickle-clawed, pot-bellied dinosaurs are theropods, most of which are bipedal meat eaters. However, therizinosaurs are believed to have been herbivorous based on tooth, jaw, and abdominal characteristics. This 3-D fossil image is available courtesy of Denali National Park and Preserve.']",0,49,1029,4,n/a,https://sketchfab.com/3d-models/therizinosaur-footprint-49b524146c9d4e138785292f34e3c685
Qianzhousaurus,robertfabiani,"['Qianzhousaurus, a theropod dinosaur from the Late Cretaceous period, strides into the prehistoric scene with a unique and formidable presence. This carnivorous dinosaur belonged to the tyrannosaurid family and was discovered in China.', 'Known for its long, deep skull and robust build, Qianzhousaurus shares some similarities with other tyrannosaurs but also exhibits distinct features. Its name, derived from Qianzhou, the ancient name for the area where it was found, reflects its origin in the fossil-rich Chinese landscapes.', 'Explore the Late Cretaceous world with Qianzhousaurus, a carnivorous giant that adds to the diversity of tyrannosaurs. Uncover the mysteries of this Chinese dinosaur with.']",1,n/a,188,2,$65 ,https://sketchfab.com/3d-models/qianzhousaurus-897d4f2184e74edda15d3c91b2ffdc46
Tsaagan mangas,Pomona Pictures,"['Data coutesy of http://digimorph.org\nDr. Mark Norell, J.M. Clark, A.H. Turner, P.J. Makovicky, R. Barsbold, and T. Rowe, 2012, “Tsaagan mangas” (On-line), Digital Morphology. Accessed September 12, 2021 at http://digimorph.org/specimens/Tsaagan_mangas/']",0,107,510,21,n/a,https://sketchfab.com/3d-models/tsaagan-mangas-985cacdd27344ceab076d37d19751203
Amurosaurus riabinini skull,Olof Moleman,"['Digital sculpture of an Amurosaurus riabinini skull. Amurosaurus is a lambeosaurine hadrosaur from far eastern Russia. It was named after the Amur river. It is found in the Udurchukan Formation.', 'Цифровая скульптура черепа Amurosaurus riabinini. Амурозавр — гадрозавр-ламбеозавр из дальневосточной России. Он был назван в честь реки Амур. Встречается в удурчуканской свите.', 'I’ve done my best to make this as accurate as possible. I had to compare a whole lot of reference material. Not everything is known on the skull of Amurosaurus. So, for bones that were unknown I’ve reference other hadrosaurs such as Parasaurolophus, Kazaklambia, Corythosaurus, Hypacrosaurus, Canardia and also saurolophine hadrosaurs like Saurolophus and Edmontosaurus.\nEven museum mounts often do not reconstruct bones like the pterygoids, palatines and vomers due to those bones being generally fragile and not fossilising that often. So they are often incompletely known and hard to reconstruct.']",1,n/a,1680,44,$21.60 ,https://sketchfab.com/3d-models/amurosaurus-riabinini-skull-2f45d80bc2bd4267bb9762c5c58eb4ba
Edmontosaurus Vertebrae 3D Scan,Laser Design,['3D Scan of Edmontosaurus  Vertebrae fossil cast. 3D scanned with Artec Space Spider 3D scanner. Time to scan: About 2 minutes. Time to process into full color model: about 15 minutes.'],0,11,99,2,n/a,https://sketchfab.com/3d-models/edmontosaurus-vertebrae-3d-scan-951b4edc093d4719bc09961e920e311c
T-REX Skull,FletchTech,['Tyrannosaurus Rex Skull Fosslized'],1,n/a,2611,25,$4 ,https://sketchfab.com/3d-models/t-rex-skull-2da47301b21d4e1f9236eaddfcf4a725
Tyrannosaurus Triceratop Skeleton,Puppy3D,"['Accurate Skeleton, Great for museum, science, exhibit display and visualization. with realistic modeling and high resolution of polygon make it recommend for :', 'Have fun :)']",1,n/a,1013,19,$50 ,https://sketchfab.com/3d-models/tyrannosaurus-triceratop-skeleton-b7766ae9a1694c6dbca90dc645b1fef1
UMNHVP28348 Left Frontal,WesternScienceCenter,"['UMNHVP28348, left frontal of the holotype of the Cretaceous tyrannosaur Dynamoterror dynastes. Original specimen housed at the Utah Museum of Natural History.']",0,21,148,2,n/a,https://sketchfab.com/3d-models/umnhvp28348-left-frontal-7667c4604e69478fb58ccd6174a43352
Irritator,robertfabiani,"['Irritator, a dinosaur from the Early Cretaceous period, stirs curiosity with its unique name and intriguing features. This theropod, part of the spinosaurid family, inhabited the ancient landscapes of what is now Brazil.', 'With a name derived from the Latin word “irritatio” meaning “irritation” (due to the difficult excavation of its fossils), Irritator adds a touch of mystery to the dinosaur realm. It shares characteristics with other spinosaurids, including a crocodile-like snout and conical teeth adapted for catching fish.']",1,n/a,95,2,$80 ,https://sketchfab.com/3d-models/irritator-9796619f90d14553b77678bc44f761a4
"Dinosaur footprint from Hanover Point, IOW, UK.",Dinosauropteryx huali,"['An ornithopod dinosaur (iguanodontian) footprint 3D model from Hanover Point, Isle of Wight, United Kingdom. Its measurements for its foot length is 59 cm and foot width is 65 cm. The pink pencil for scale is 15 cm long and is located on the middle digit.\nScanned on 17th September, 2021.', 'For academic and educational purpose only.']",0,10,69,0,n/a,https://sketchfab.com/3d-models/dinosaur-footprint-from-hanover-point-iow-uk-e135fa91149146baa6c282fe42040a1a
Tarbosaurus,boomzbl,"['Tyrannosaurus is a large theropod dinosaur belonging to the Tyrannosaurus family. A distant relative of Tyrannosaurus Rex. Tyrannosaurus lived in Mongolia and China in Asia during the late Cretaceous period, about 74 million to 70 million years ago. Most of the fossils of Tyrannosaurus rex were found in Mongolia, while more broken bones were found in China. There used to be many species, but the only valid one is T. Bataar. The longest Tyrannosaurus Rex was 12 meters long and the heaviest was 7.5 tons. Compared to its close relatives, Tyrannosaurus had a narrower snout, longer legs than its close relatives, and the smallest forelimbs in proportion to the Tyrannosaurus family. It had a very strong body.']",0,163,640,8,n/a,https://sketchfab.com/3d-models/tarbosaurus-80a026139fd048d5b0e2099b7e0ad3bc
T- REX SKELETON STL for 3D Print,SeberdrA,"['STL File format', 'separate 3 parts', 'dimension when assembly :', 'X : Face length : 68 mm', 'Z : Depth Length : 146 mm', 'Y : Height : 78 mm', 'Model is STL file format and Ready to 3D Printing (None Errors )', 'Model no UV, Texture, and coloring not include', 'Enjoy ^^']",1,n/a,840,13,$25 ,https://sketchfab.com/3d-models/t-rex-skeleton-stl-for-3d-print-ce0c3cdce6374288acdf1a0be1ed37f1
WSC10058 Braincase,WesternScienceCenter,"['Holotype braincase of the brachylophosaurin hadrosaur Ornatops incantatus, from the Cretaceous Menefee Formation of New Mexico (WSC10058). Original specimen housed at Western Science Center, collected under permit from the Bureau of Land Management.']",0,14,111,2,n/a,https://sketchfab.com/3d-models/wsc10058-braincase-cfa4d4bbecd84031b6194e56e13ddc61
Iguanodon tooth,uCeratops,['This is a tooth fossil of ornithopod dinosaur called Iguanodon.'],0,2,26,0,n/a,https://sketchfab.com/3d-models/iguanodon-tooth-a976afa8c232474e89f7fda109219bef
Saurornitholesthes Tooth,Olof Moleman,"['The tooth of a raptor/dromaeosaur. Saurornitholesthes sp.', 'Location: Judith River Formation, Montana, USA', 'Age: Campanian, Late Cretaceous', 'Length:  1.3 cm']",1,n/a,626,10,$3.99 ,https://sketchfab.com/3d-models/saurornitholesthes-tooth-bb9a0686219f48afb6b0aff71c7a0e59
Velocizolt,AeroPtero,"['This is my model interpretation and walk cycle animation of what the Fossilized Bird from the Pokémon Sword & Shield games could look like, if the fossil was revived as a Pokémon in the right way.', 'Modeling, rigging, animating, & textures were created with: Blender + Paint.net graphics editor.']",1,n/a,256,4,$39 ,https://sketchfab.com/3d-models/velocizolt-cc8de99e2258471283b89cba1bb67013
Allosaurus,SageofMountToad,"['Scanned a toy model using an Artec Spider.', 'Allosaurusis a genus of carnivorous theropod dinosaur that lived 155 to 145 million years ago during the late Jurassic period (Kimmeridgian to late Tithonian). The name “Allosaurus” means “different lizard” alluding to its unique concave vertebrae (at the time of its discovery). It is derived from the Greek ἄλλος/allos (“different, other”) and σαῦρος/sauros (“lizard / generic reptile”). The first fossil remains that could definitively be ascribed to this genus were described in 1877 by paleontologist Othniel Charles Marsh. As one of the first well-known theropod dinosaurs, it has long attracted attention outside of paleontological circles. Indeed, it has been a top feature in several films and documentaries about prehistoric life.', 'Information from Wikipedia.']",0,20,151,1,n/a,https://sketchfab.com/3d-models/allosaurus-7a0ec1ba8f25436ea3e9f290bf1dcbc2
